Comment,Rating
"Mình cũng vừa mua cách đây mấy ngày, y chang như tình trạng của bạn. Mang ra mấy bạ  test thì nói máy bình thường do uéng dụng chạy nhiều nên ngốn pin. Dù làm đủ mọi cadch nhưng ko cải thiện dc. Giờ chỉ mong update bản mới thôi",0/5
Moi mua đk 2 hôm dung thấy moi thu ok.riêng mỗi pin thi hoi nhanh hết sac đầy ma ko dung gi cung tu xuống %pin là nhu nao mn.co ban nao bi nhu minh ko.,4/5
Máy xài ok chất lượng pin tụt hơi nhanh sạc đầy pin từ 6h đến 10h30 tụt còn 90% ngoài ra những cái khác thì khỏi phải bàn ,4/5
Dòng samsung hay thế bạn ơi  dùng vài tháng ok ah. Lúc trước mình mua S10+ cũng thế,0/5
"Mới mua hôm nay, dùng thấy cũng được. Nhân viên bán hàng nhiệt tình, vui vẻ. 😂🤣",4/5
"Rất ưng cái bụng với em này, mượt mà nhanh nhạy,pin sạc nhanh, camera không chê vào đâu được",5/5
"Máy trải nghiệm tuyệt vời, nhanh chóng, màn hình đẹp, sạc pin cực nhanh, âm thanh không chê được. Chơi game mượty",5/5
Mọi thứ đều tốt . Màn hình đẹp. Sạc quá nhanh. Chip quá mạnh. Cảm ứng nhạy. Máy ok,5/5
Quá ok tuyệt vời cho oppo Find X2 này sau khi tôi mua về sử dụng rất xứng đáng khi mua về xài thử nó rất tốt camera đẹp và đặt biệt nữa có sạc nhanh Super Vooc 2.0 65w rất nhanh rất tiết kiệm thời gian khi sạc mà tôi đang rất ân cần khi sử dụng còn tai nghe 🎧 ecofree này xài cũng khá nhưng mà khi xài tai nghe này nó bị giựt lag quá nhiều rất khó chịu khi dùng nó nói chung là ok rất tốt cho điểm cộng của oppo Find X2 này. ,5/5
Chắc bạn là PG Oppo chắc ln😏,0/5
Cáp ngắn sạc nhanh đầy dây dày nhưng sạc phần đầu usb hơi nóng cỗ cáp rất cứng chắc chắn,4/5
Cáp ngắn sạc nhanh đầy dây dày nhưng sạc phần đầu usb hơi nóng cỗ cáp rất cứng chắc chắn,4/5
"Cáp sạc ngắn sạc rất nhanh vào, thiết kế nhỏ gọn, dễ mang theo, chính sách bảo hành ok.hài lòng về sản phẩm.",5/5
"Sản phẩm chất lượng âm thanh tốt.
Kết nối tương đối nhanh, tuy nhiên thỉnh thoảng vẫn không được như mong đợi.
Tai nghe màu trắng, các điểm tiếp xúc dễ bị bẩn.
Có sạc không dây, rất tiện lợi.",4/5
Sản phẩm này có chống ồn chủ động thì vui biết mấy cho người sử dụng hệ điều hành Android. Cảm ơn shop đã hỗ trợ khách hàng,5/5
Mình nghĩ do cái miếng dán màn hình của bạn mua không được tốt đó. Bạn có thể thay bằng 1 miếng khác tốt hơn thì ok,0/5
Còn mình thì nó nhạy quá nhảy lung tung đây,0/5
Xài OK pin trâu ngâm nước thấy ko sao là OK ùi  pin xài ko nhiều cầm cũng dk 3 ngày mọi thứ điều ổn,5/5
sao e cũng dùng iphone 11 mà thấy pin mau hết lắm,0/5
Có thể là mạng 4G của bạn dùng ở khu vực sóng yếu nên làm đt phải liên tục cố gắng thu sóng nên pin sẽ mau cạn. Và chơi game nhiều với sóng 3-4g sẽ làm đt hao pin hơn nữa,0/5
"chuẩn, mình xài phải 2 ngày mới hết. dùng cơ bản thôi đừng chơi game hoặc lướt fb cả ngày thì sẽ hết nhanh thôi",0/5
"Mới mua về sài không được ổn lắm ,khống sạc đầy điện thoại tự ngắt không sạc nữa khi vẫn còn đầy pin nhưng màu đẹp ạ",4/5
"Mình mua về cũng tự ngắt khi chưa đầy nè, đổi qua loại khác xem sao",0/5
"Ai mua thì chú ý. Cáp không hỗ trợ sạc nhanh nhé 3.0 nhé. Còn lại thì ổn. Ai cần sạc nhanh k nên mua
",3/5
"Cáp sạc tốt, lên pin rất nhanh. Dây chắc chắn. Nhân viên giao hàng vui vẻ, nhiệt tình.",5/5
Dùng tầm 10 ngày thì mới vừa sạc thì pin lại báo còn 98%...hôm vừa rồi đổi 1 con vì mạng vào chập chờn. Ngán,1/5
"lạy bạn, mình góp ý nhẹ nhàng nha nhưng là do đầu óc bạn thiển cận quá đó, xin lỗi bạn trước tiền mua máy ko tiếc mà tiếc cục pin vài triệu haha vậy thì đừng xài từ đầu mua để làm màu thì đừng mua nha bạn ơi :)) ",0/5
Của mình mua 1tháng tuột 3% ..sản phẩm khá tệ,0/5
Sau 7 tháng mình xài máy chạy rất ổn định. Dung lượng pin tối đa vẫn 100%. Camera trước chụp ko dc đẹp lắm ,4/5
"Chào anh,Dạ cám ơn mình đã quan tâm sử dụng và có đánh giá tốt về sản phẩm của Thế giới di động, mong mình sẽ có trải nghiệm tốt khi sử dụng sản phẩm lâu dài ạ. Hân hạnh phục vụ và đồng hành cùng Quý khách ạ.Thông tin đến anh.",0/5
Bạn cho mình xin công thức pin đừng chai đc kh. Mình 8 tháng còn  95% pin. :<,0/5
"Pin nào xài 7th còn 100% ông, hình ông chụp mới mua thì có",0/5
"Máy e cũng bị tuộc pin trong tình trạng k sử dụng, sạc từ 7h tối nay để đến 6h chiều mai tuộc 20% pin. Đánh giá thật sự hàng cao cấp mà tuộc pin vậy, thật là thất vọng cho 1 thương hiệu nổi tiếng như sam sung .",0/5
"Tắt hết 8h mất 2% thui nha, mình cũng mới mua",0/5
Ko che điểm gì chi mỗi Phần camera sau khi bật flash chụp hình xấu qa.mong nha sx sửa lại lỗi này.pin thi tạm được .giagiá cả tụt hoi nhanh.,4/5
Máy đẹp pin trâu chụp hình cực xịn zom tốt sài siêu thích. Sẽ tiếp tục ủng hộ samsung,5/5
"Mình mua s20 plus tại tgdd trường thi, sản phẩm thực sự quá tuyệt vời, chụp ảnh vô cùng đẹp, pin khỏe màn hình sắc nét vô cùng ưng ý, nhân viên phục vụ tận tình, niềm nở. Mình rất hài lòng. Cho 5*. Mình còn ủng hộ lâu dài.",5/5
"Thật sự mà nói, khá thất vọng về máy và thái độ phục vụ của nhân viên bảo hành bên tgdd, máy mua được về 3 ngày, gặp vấn đề treo ứng dụng 5p-10p, gọi điện cho người thân thì đang gọi 1p-2p thì máy tự kết thúc cuộc gọi rồi quay trở về màn hình chính, đang nhắn tin messenger cũng bị out ra màn hình chính, gọi điện mic thì lúc nhận lúc không, mang lần 1 ra bảo hành thì nhân viên kiểm tra rồi kêu anh manh máy về dùng lại, nếu mà bị thì anh quay lại clip cho em, rồi em 1 đổi 1 cho anh, mang về dùng thì máy càng nặng hơn, 1 ngày gặp vấn đề 3-4 lần 1 ngày,  rồi thì máy không nhận sim, mic không nhận ( phải rs lại máy thì sim mới nhận trở lại và mic bình thường nhưng vẫn lúc được lúc không ) quay lại clip máy bị treo ứng dụng, rồi mic nhận kém thì bên nhân viên lại bảo cái này là lỗi bên thứ 3, chứ không phải lỗi do bên nhà sản xuất, tóm lại vẫn không bảo hành, lúc mua máy thì nhân viên đón tiếp niềm nở, ra về vẫn níu lại, đến lúc mang ra bảo hành thì nhân viên đùn đẩy trách nhiệm, thái độ phục vụ ghét ra mặt, đây là chính sách công ty đề ra, và khách hàng chúng tôi bỏ tiền ra để hưởng quyền lợi chứ không phải bỏ tiền ra rồi để dùng cái máy lỗi tùm lum, rồi nhận lại cái thái độ nhân viên như thế, lần đầu cũng là lần cuối mua tại tgdd, thân ái",1/5
"- Ủa ad ơi, tại sao máy của mình bật được chế độ trình tộ ưu trong phần cài đặt camera vậy.",5/5
Máy dùng ổn nhưng k hài lòng về pin. Máy mới khui hộp chưa lắp sim chưa cài ứng dụng mà thời gian chờ 1 tiếng tụt 1% pin,3/5
Chắc ai mua Find X2 đều là PG OPPO 🙄,0/5
Pg oppo dc mua giá ưu đãi cty. Mắc mớ gì mua ở tgdd bạn..,0/5
"Có ông mới nghĩ con Find X2 không ngon nhá :) Lần sau cmt trả lời nhớ tìm hiểu kĩ rồi nói nhé, chưa gì đã bảo người ta là PG Oppo rồi còn chê máy :)",0/5
Dùng mượt pin không trâu lắm nhưng bù lại có sạc nhanh nhân viên nhiệt tình mọi thứ ok,5/5
"Thật tuyệt máy qua mượt túi thích  như thế giới Di Động có chỗ giá khác túi không hiểu đánh giá 5sao cho thế giới Di Động phương Phú Châu 5sao nhân viên OK
",5/5
"Cáp sạc tiện ích, dễ mang theo, dễ sử dụng, giá hợp lý, chính sách bảo hành tốt.",5/5
Kết nối dễ dàng và nhanh chóng với máy tính cũng như hỗ trợ sạc pin cho thiết bị.,5/5
Lúc mới mua về nghe được một tai. Ra bảo hành ko bảo hành. Đến giờ hai năm ra nghe đk 5p là ko nghr đk,1/5
Vậy đi thay pin!,0/5
Mình mua hôm 20/12 Chụp ngược sáng bị phản chiếu ảnh trên kính camera. Có ai bị vậy hong ạ.,3/5
Không có con 512gb hả,0/5
"cho mình hỏi, cái này là cái gì vậy? chụp ngược sáng mà toàn CocSe ko vậy? ",0/5
Mình ra đổi cục mới cũng bị vậy,0/5
Mình đổi cái mới cũng loại này mà vẫn bị vậy,0/5
Đi đổi cái khác cũng loại này vẫn bị,0/5
"Cáp dùng thích, tiện lợi. thiết kế đẹp. Giá cả hợp lý, nhân viên phục vụ nhiệt tình, chế độ bảo hành tốt.",5/5
"sản phẩm sạc vào điện thoại lên pin nhanh, thiết kế mẫu mã đẹp, giá cả hợp lý. cám ơn ĐMX",4/5
Sáp sạc rất ok. Có thể sạc một lúc tới 3 dt trong một lần sạc. Có thể dùng nhiều dt sạc. Đặt biệt là sp dc bao Sài trong vòng 1 năn nữa sạc không voi pin có thể đổi. ,5/5
"Bạn sạc điện thoại đừng sạc tới 100% nha. Sạc tới 80-95% thì hãy rút sạc. Đừng để pin cạn sạch mới sạc, dưới 30% thì hãy sạc liền. Nói chung khi nào rảnh thì sạc cũng dc, làm vậy pin rất lâu chai. Giống như bạn ăn quá no thì sẽ bị đau bụng, pin nó cũng vậy. Hình mình vừa chụp cách đây vài hôm nhé.",0/5
" iphon xs 64gb mua được xài 3 ngày rồi hình thức gọn đẹp nói chung xài ok, nhân viên phục vụ nhiệt tình TGDĐ. chỉ tội khi xạc cục nhanh nóng",4/5
"Sau 5 ngày mua về sử dụng, pin giảm hiệu suất tối đa còn 99%, như vậy có được hưởng chế độ bảo hành gì không?
Máy dùng thì cực nhanh nóng, hơi thất vọng.",1/5
Bạn thử năng cấp lên ios 13.6.1 nó đở nóng hơn ý. Mình cũng dùng 20 ngày còn 98% nè.,0/5
"Chào quý khách, Thế giới di động sđã ghi nhận và chuyển bộ phận liên quan hỗ trợ quý khách. Cảm ơn quý khách.",0/5
"Chào Quý khách, Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0/5
Chuẩn t cũng gặp trường hợp tương tự,0/5
giải quyết thế nào rồi bạn. mình định mua nghe vậy thôi lun,0/5
Thật thiếu trách nhiệm quá. Bỏ tiền ra mua một SP tệ như vậy thì buồn nào bằng. Bức xúc là phải...,0/5
Mình mua s 20 sai mới thư điều ok .chạy rất muoc.đáng sợ tiền mua.có pin hỏi mầu hết.cho 5 sau,5/5
"Tháng 10 năm 2019. Mình có mua Sản phẩm pin dự phòng này. Dùng rất ổn. Body chắc chắn. Hiệu suất chuẩn không bị chai như các loại rẻ tiền.
Cảm ơn TGDĐ đã có sản phẩm chất lượng.",5/5
"Cáp Type C - Type C 1 m M-Best SMXU75 Trắng thiết kế dày cứng cáp, sạc nhanh nhưng tuy máy dài 1m tiện lợi.",5/5
"Cáp Type C - Type C 1 m M-Best SMXU75 Trắng thiết kế dày cứng cáp, sạc nhanh nhưng tuy máy dài 1m tiện lợi.",5/5
Của mình mới mua 1 tiếng tụt 2% nè,0/5
Nhân viên vui tính và nhiệt tình . Về dòng sản phẩm thì khá ổn . Nhưng mức pin . Mặc dù là không dùng nhiều nhưng vẫn phải tắt bixy . Màn hình cạnh . Bút spen không chạm . Và tắt mọi thứ trên bàn phím . Như rung . Âm thanh gõ . Tắt tất cả thông báo không cần thiết . Màn hình để HD+ . Giảm 10% sáng màn hình . Để chế độ tiết kiệm pin trung bình . Thì mới sử dụng được 1 ngày thoải mái . Không hài lòng về pin . Đã mua một tuần ,4/5
"Sản phẩm tốt, xem video hình ảnh sắc nét rực rỡ. Máy chạy mượt, chụp hình nét và hơi nịnh mắt tí. Sạc quá nhanh, 35p từ 1-100 phần trăm đã đầy. Nói chung hài lòng về sản phẩm",5/5
"Quá chán ,quá thất vọng. Pin nhanh hết, camera chế độ chụp đêm ,nét, làm đẹp thua xa 11pro. Tóm lại trải nghiệm 3 ngày nay thấy thật sự thất vọng. Nhân viên phục vụ nhiệt tình. ",1/5
Mua trả góp hả bạn thế thì bạn ko thể bán lại được rồi tội quá thôi ra ngoài bán lại lỗ cao hơn....Xin chúc mừng,0/5
"Mình mua quẹt thẻ ,ko hề trả góp nhe bạn ",0/5
"kkk Mình trải nghiệm rồi ko có gì đặc biệt, camera chụp bị noise khi chụp trong phòng, màn hình thì dài mà ko rộng, lướt web cũng ko nhanh gì, giá thì quá cao so với giá trị mang lại, cỡ 13-14 triệu thì đáng mua,....",0/5
"Lau cam sạch đi bạn, với lại ip thì cái lỗi này trên cam vẫn còn mà thật ra thì đa số smartphone hiện giờ vẫn hay bị ",0/5
Mình mua hồi 6/11 mà sao cam trước khi quay video cả ngày lẫn đêm bị nhiễu hạt rất nhiều ạ,3/5
em mới mua cũng bị vậy :(( a có đem đổi chưa vậy? ,0/5
Làm sao hết bạn,0/5
"SẠC NÀY CÓ SẠC NHANH MÀ CẮM VÔ ĐIỆN THOẠI SAMSUNG BÁO SẠC CHẬM , LÂU LÊN PIN . XEM THÔNG SỐ THẤY CÓ SẠC NHANH MÀ LÀM THẤT VỌNG QUÁ ...",1/5
Đã ngu thì dựa cột mà nghe. Cổng ra xuất có 2.4A mà đòi sạc nhanh à? Trong khi nhiều hãng yêu cầu cả củ sạc và dây sạc đều phải chuẩn thì mới sạc nhanh được. Bỏ ra 250k mà đòi hỏi? Ngu vcl,0/5
Sạc chậm hơn sạc gin cửa hàng ! Mình dùng iphone11 sát 60 phút được có 24%pin ah! Wa thất vọng,1/5
Hiện tại bạn đang sài j vậy?,0/5
Bao nhiêu % thì tự ngắt vậy b,0/5
Sạc nhanh hư cháy mất 1 bóng đèn báo pin hiện tại kà 100% nhưng báo 10. Thất vọng,1/5
Sạc nhanh hư cháy mất 1 bóng đèn báo pin hiện tại kà 100% nhưng báo 10. Thất vọng,1/5
"Kiểu dáng đẹp, sang trọng, hiện đại, sạc PIN nhanh tốt 👍 
Đáng để mua,  nhân viên giao hàng nhiệt tình vui vẻ, đặt hàng nhanh chóng 🤗",5/5
Mới mua nên chưa biết kết quả ..đê xài thời gian mới biết được..khu đó cho đánh giá sao,4/5
"về chất lượng chăm sóc khách hàng thì tốt , nhưng còn chất lượng âm của sản phẩm cực kì tệ hại .... 1.7 còn không được chứ đừng nói là 7.1 . Âm thanh không khác gì tai nghe vài chục nghìn , thật sự tệ hại . Mình không hài lòng với sản phẩm này ",1/5
"Chào quý khách, Điện máy Xanh sđã ghi nhận và chuyển bộ phận liên quan hỗ trợ quý khách. Cảm ơn quý khách.",0/5
"cáp rất êm nha, có thể sạc 1 lúc đc 3 cái điện thoại, rất tiện lợi , đặt biệt có thể đổi mới nếu như bị sạc không vô",5/5
"Cáp sạc nhanh , 1 lúc sạc được 3 cái điện thoại nên rất tiện lợi. Dây bằng vải nên ko bị gãy ",5/5
"Chế độ bảo hành 1 năm rất tuyệt vời. Cáp sạc tiện lợi với 3 đầu, dùng được cho nhiều model điện thoại khác nhau trong gia đình. Dây chắc chắn, không bị bẩn",5/5
Sản phẩm nhìn bắt mắt. Tuy nhiên hoàn thiện chưa tốt. Mình mua online khi khui hộp thì thấy vết xước ở cạnh. K biết là do keo hay sp cũ. Nghe ở mức trung bình. Bass k to như mình mong đợi. 6/10. ,3/5
"Tôi cũng mới mua online, mở ra xem thì đã bị khui và tai nghe thì bị bong tróc sơn ở 2 bên tai. Ko hiểu là sản phẩm cũ (đổi trả) hay do vận chuyển nữa...../",0/5
"Minh mua chưa được 10 ngày pin con 98%. Minh xài ít ko xạc qua đêm,trung binh một ngay xạc 1 lần , chác cung không vấn đề gì đâu bạn",0/5
"5 sao cho nv và đmx phan đăng lưu, nhưng 3 sao cho điện thoại, mói xài có 1 tuần chai mất 2% pin",5/5
"Minh cũng bị vậy, dù minh sài rất ít , không biết tại sao",0/5
"Mình cũng mới 20 ngày chai 2% pin, mình ít sài nhiều khi 2 ngày mới sạc 1 lần luôn, hoan mang quá",0/5
Mình cũng vậy sạc 10 mất 1% pin,0/5
Ngon xịn sò ko như mn vẫn bình luận Nhân viên ! Thì nhiệt tình chứ đáo .đã mua tại tp bắc nịnh,4/5
"Xài máy được 1 tuần máy thiết kế đẹp , pin trâu cực , lướt web , chơi game cực đã 😉 5 sao cho s20+",5/5
"Mình thấy các bạn cứ chê. Mình thấy máy dùng ok mà. Ko bị lag , fb , tiktok , coi phim , loa đều ok cả. Mình dùng dt để quay phim , chụp ảnh , bán hàng online thôi chứ k game gủng gì. Dùng messeger , rep ib ko bị đơ là sung sướng, nghe gọi loa to rõ ràng.Nhất là khoản thu cũ đổi mới còn hỗ trợ trả góp O% nữa
Mình đổi note8 lấy máy này . Lo note8 nhỏ , máy dùng hơn 2 năm dãi nắng dầm mưa cùng mình rồi nên giờ cũng hay đơ nên dạo này hơi stress. Lăn tăn mãi chưa đổi vì bỏ ra nhiều tiền để mua máy mới quá tiếc. Ko nghĩ lại đơn giản đến thế luôn. Đưa máy cũ đến , cầm máy mới về. Bắt đầu từ tháng sau mỗi tháng thanh toán 1tr3 trong vòng 9 tháng 
Thích bạn nhân viên tư vấn , nhiệt tình cực kỳ
",5/5
Sản phẩm chất lượng như quảng cáo. Mong sản phẩm sẽ bền theo thời gian. Tôi là người dùng khó tính,5/5
"Sạc không có sô 100 hả ad đợi nó đầy mà lâu qá ;3
Đợi cả thanh xuân .................",4/5
"Thế giới di động sẽ liên hệ hướng dẫn, khắc phục lỗi sản phẩm",0/5
Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách,0/5
"Mình mua đợt giảm giá 
650k giảm còn 331k
Thiết kế mới nhìn thì bắt mắt lắm , mỗi tội hơi to
Pin sạc thì cũng mau . Dt mình hơn 3000mAh, sạc được khoảng 2 lần.
Nói chung là ổn không có gì phàn nàn hết. Rất chất lượng và uy tín, mua hàng ở đây thì an tâm. Mình còn dc mã giảm giá 100k, mua onl trên bách hoá xanh.
Thế là mua hẳn 1 hộp trung thu kinh đô được giá hời",5/5
"Cáp Type C - Type C 1 m M-Best SMXU75 Trắng thiết kế dày cứng cáp, sạc nhanh nhưng tuy máy dài 1m tiện lợi.",5/5
"Sản phẩm đẹp, đầu cắm chắc chắn, hỗ trợ dòng sạc nhanh (cho các thiết bị có tính năng sạc nhanh)",5/5
"Cáp dùng bền, chiều dài vừa phải thuận tiện cho mang theo luac cần. Chế độ bảo hành rất tốt, nhân viên nhiệt tình vui vẻ. Sẽ ủng hộ ĐMX dài dài",5/5
"Samsung làm cái gì cung ok hết chỉ tội cái bin thôi 4300 mà 5h sáng 100% tới 9h còn 66% ý chỉ nt zalo thôi đó, samsung coi tối u hóa bim lại là tốt dữ lắm",4/5
Máy bạn tụt nhanh vậy ,0/5
"Mọi thứ đều ok hết, chỉ có điều pin 4300 mà xuống nhanh quá. Mới mua sạc 2 lần mà thấy hao pin",4/5
B dùng pin ntn mà kêu pin yếu?  Trong khi máy có sạc nhanh,0/5
"Dòng cao cấp của oppo k có gì để chê luôn â b,bạn chê v thì chịu bạn rồi",0/5
"Sáng nay ra tgdd dùng thử con oppo find x2, quả không  hổ danh snapdragon 865, mượt ko tả nổii",0/5
Thanh niên ip fan cho hay.ko biết đã dc cầm chưa ai cũng khen mình ông chê cười ẻ,0/5
"thanh niên dùng màn 2k 120hz k để dark mode, dùng cháy máy, pin ng ta có 4k2 thôi tôi còn dùng trâu bò hơn cả ông nx là",0/5
"chắc ông này bật max 2K+, 120Hz, ko để dark mode, có thể chơi game liên tục nên bảo sao pin tụt nhanh. Máy t xài 4k5 xài tới tận ngày thứ 2 mới cắm sạc tiếp nên 4k2 cũng thế ",0/5
"Mua được 10 ngày, hình như bị lỗi mạng( load YouTube hoặc video ko nổi, mà vào web thì bình thường, mở nhạc ko có tiếng) + tự mất âm thanh tất cả ứng dụng.... có ai bị giống mình ko",3/5
Của mình thì buổi tối không phát được video trên fb và twiter. Nhưg youtue thì bt,0/5
Bạn lên youtube tìm thì ra đầy nhiều người bị rồi,0/5
Mình muon biết cảm nhận của mỗi người khi đã sử dụng qua ip11 với .thay nhiều ý kiến trái chiều quá à ,0/5
Thích màu xanh nhưng mua được con tím. Trong camera có hạt bụi. Các bạn có giống mình k?,5/5
"Chào Quý khách, Thế giới di động đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0/5
Bthuong b ơi :)),0/5
"SẠC NÀY CÓ SẠC NHANH MÀ CẮM VÔ ĐIỆN THOẠI SAMSUNG BÁO SẠC CHẬM , LÂU LÊN PIN . XEM THÔNG SỐ THẤY CÓ SẠC NHANH MÀ LÀM THẤT VỌNG QUÁ ...",1/5
Đã ngu thì dựa cột mà nghe. Cổng ra xuất có 2.4A mà đòi sạc nhanh à? Trong khi nhiều hãng yêu cầu cả củ sạc và dây sạc đều phải chuẩn thì mới sạc nhanh được. Bỏ ra 250k mà đòi hỏi? Ngu vcl,0/5
"Sạc quá đẹp và chất lượng. Chất liệu tốt, sạc nhanh. Quá hài lòng cho sản phẩm. Tốt hơn cả mức giá",5/5
Sạc dc 1th tàm tạm. Giờ sạc 5h mới đầy dc pin. Tốt nhất mọi người đừng mua loại này,1/5
"thiết kế đẹp măt, nhỏ gọn dễ dùng, hiện thị %  vô cùng tiện lợi. dùng rất  ok. mua đợt khuyến mãi giá rất hợp lý.",5/5
"Mới mua về nên cx tạm ổn,không biết về sau thì như thế nào,mà thôi có còn hơn không",5/5
Mua sản phẩm với giá 700k mak hk dùng cáp iphone 6 để sạc cục dự phòng được. Mọi người có mua thì xem kĩ sản phẩm nha. Xem phần màu đen. Bên trong có bị bể hay không nữa đó. Đừng nhìn vẻ bên ngoài ,1/5
"Chào Quý khách, Điện máy XANH đã liên hệ và xử lý hoàn tất với quý khách. Xin cảm ơn",0/5
"Nghe rất đã ạ. Nghe nhạc 8d thì nhạc chạy qua lại rất vui tai. Lên zoom nghe thử thì mic ít bị dính tạp âm 
",5/5
"mình mua dùng đc 1 lúc trong phần mềm zoom,thấy lần đầu cắm vào đèn sáng nhưng ko nghe đc mọi người nói gì,rút ra cắm lại lần thứ 2 thì mới nghe lại được.Sau đó mình thử lại xem mấy video tren youtube thì chirthaays đèn sáng thôi chứ không có nghe đc,rút ra cắm lại nhiều lần vẫn không đc,mà nút âm thanh bên tai trái của tai nghe cho lên to nhất rồi,máy tính cũng không tắt tiếng nữa vậy là sao ???",2/5
"cáp rất êm nha, có thể sạc 1 lúc đc 3 cái điện thoại, rất tiện lợi , đặt biệt có thể đổi mới nếu như bị sạc không vô",5/5
"mình đang sử dụng cắm sạc trong ô tô, sạc nhanh, khá tiện vì thiết kế 3 đầu sạc cho nhiều máy cùng lúc được.",4/5
Tôi mới mua hôm nay nha mọi người... Về sạc 1h30p đầy sử dụng hơn 4 giờ đồng hồ xuống 35% pin... Pin trâu âm thanh nói chuyện rất đã chơi game nói chuyện khỏi chê. Đáng đồng tiền lắm... Âm thanh 2 bên rất ok không như bình luận tí nữa đọc hết dám mua. Đến cửa hàng đi thử trực tiếp rất thích. ,5/5
"Sạc ở mức ?V-?A
Mua về ko có cục sạc tương ứng, em thấy các tai nghe khác cũng vây nên không dám mua.",3/5
"Mình mới mua nghe được vài ngày ( sử dụng 10% pin ) thì tự nhiên 1 bên tai nghe bắt đầu nhỏ dần rồi mất luôn âm thanh. Mình đã khởi động và kiểm tra lại nhiều lần nhưng vẫn bị tình trạng ấy. Rồi đến chiều mai mình ra bảo hành thì tai nghe hoạt động bình thường như chưa từng có chuyện gì xảy ra??? ( trước khi đi mình có kiểm tra lại ). Xong mình về nhà, nghe được khoảng nửa tiếng thì tình trạng 1 bên nhỏ dần rồi mất luôn âm thanh quay trở lại. Vậy là sao ạ????",3/5
"Trên cả tuyệt vời. Sp dùng mọi tác vụ đều rất tốt và luột là, mỗi tội pin Ko Dc trâu lắm.",5/5
Pin sử dụng bình thường được lâu ko bạn,0/5
"Điện thoại quá ngon, mọi cái đều rất nhẹ nhàng. Mở khoá bằng khuân mặt quá nhạy. Chỉ hơi tiếc cái là mua được 10 ngày giá giảm 2tr500 ",5/5
"Tai nghe hay, gọn nhẹ, nhìn đẹp. Tuy nhiên sạc đầy pin ko có chế độ ngắt hay đèn báo đầy.",5/5
"Đèn báo đầy màu xanh ,, ngắt thì bấm cứng nút nguồn , thông thường rút sạt là tự ngắt mà, đang dừng mà sạt máy tự ngắt kết nối với điện thoại.. Tôi dùng cả năm vẫn còn ok",0/5
"Mình giống y như bạn luôn, mình cũng đổi từ note 8 sang theo chương trình thu cũ đổi mới, máy s20+ dùng thích lắm",0/5
9 thang la gan muoi hai trieu. Va hom mua da tra bb? Con note 8 dc tinh khi thu lai bac a?,0/5
"mới mua 2 cái hôm qua, dùng rất ok, nhân viên dmx nhiệt tình chu đáo mở cửa đón tiếp ...",4/5
"Mình vừa mua được 3 ngày xài thấy cũng ok nhưng chuông đt, hay tin nhắn thì hơi nhỏ và cũng mau tuột pin",3/5
Âm thanh ổn trong tầm giá nghe nhạc ngon. Mua ngay đợt giảm giá nữa. Nhân viên dễ thương,5/5
"Nghe quá ổn đi. Quá hay trong tầm giá, bass mạnh, âm thanh rõ ràng, độ bền thì chờ thời gian đánh giá. Nói chung là nên mua.",5/5
Sau 1 năm 2 tháng sử dụng thì sạc dự phòng có dấu hiệu kêu e e ...................,2/5
Sạc dự phòng quá kém. Điện thoại pin 3000 mà sạc từ 78% đến 98% mất 1 giờ 20 phút và sạc dự phòng mất gần 40% pin (từ 85% còn 47%). Khuyên mọi người nên chọn loại khác ạ.,1/5
"Mới mua được 3 ngày sử dụng quá tuyệt vời, sạc vào nhanh.(các bạn nên dùng bộ sạc nhanh) pin ổn định nhận viên giao hàng nhiệt tình. Cảm ơn đội ngũ TGDD ,từ trước tới nay tôi đã mua hơn 10 sản phẩm ở đây",5/5
cái số % pin nó hiện mãi lên màng hình chứ k tắt hả bạn ,0/5
"Sạc bao lâu thì đầy vậy bạn. Mình cũng quan tâm con này mà ngại pin quá, đang phân vân không biết có nên mua hay không. ",0/5
"Sạc thì nhanh, tầm khoảng 1 tiếng là đầy rồi. Nhưng lại hay xuống nhanh",0/5
"Sản phẩm tuyệt vời, cho dù note 20 đã ra mắt, nhưng hiện tại note 10+ vẫn không có gì để chê, thậm chí rất xứng đáng mua vào thời điểm này vì giá giảm rất sâu. TGDD thì quá ok rồi, tôi là khách hàng thân thiết hơn 10 năm nay",5/5
Pin note 10 plus sử dụng dc lâu ko pác,0/5
"Rút sạc 8h sáng..mình xài tới 8h tối còn 15%...mình xài tương đối nhiều...nói chung là ổn, với 1 đt màn đẹp như vậy mà pin xài ok trong 1 ngày đối với mình là rất tốt, vượt trội note9, note8, s9plus, s10plus mà m đã từng xài ",0/5
Dark mode là sao ạ em củng định mua ai giải thích giúp em được không ạ,0/5
Dark mode là chỉnh cho màn nền điện thoại của bạn thành màu đen. thì khi sử dụng nó sẽ đỡ hao pin hơn vì nền đen sẽ ko sử dụng ánh sáng nhìu.,0/5
Tôi đã đổi từ s20+ sang oppo finx 2...không quan trọng là thương hiệu hay không thương hiệu chỉ cần mình thấy hợp voeis mình là mua luôn..còn lại không quan tâm,5/5
Dùng ổn không ạ,0/5
Dùng ok b ơi.,0/5
