,Comment,Rating
654,mình rất hay mua hàng ở tgdđ vì ở đây chính sách rất tốt cái đồng hồ này mình mua sử dụng 3 tháng rồi mà chưa có vấn đề lỗi gì dù là nhỏ nhất hài lòng về sản phẩm 5,Positive
655,sao mình lại bị lỗi lặp tin nhắn 2 lần ghi có người nhắn tới nhỉ có phải bị lỗi hay không,Normal
656,sản phẩm thiết kế gọn gàng to rõ kiểu dáng đẹp giá tốt nhân viên tư vấn nhiệt tình,Positive
657,tai nghe êm chính sách bảo hành tốt mẫu mã đẹp sang trọng thiết kế nhỏ gọn bắt sóng nhanh,Positive
658,tại điện máy xanh tai nghe này vừa rồi mua hàng giao tận nơi rất vừa ý giá phải chăng dùng nghe đàm thoại lâu rất thuận tiện bắt sóng nhanh hài lòng về sản phẩm,Positive
659,du ng đươ c 3 4 tháng đâ u thi ok nhưng vê sạc tư gă t này và dù sạc cả đêm đầy ru i ra sạc điê n thoạt chưa đươ c 1 phút hê t pin chả hiê u nô i sản phâ m quá tê ko đa nh sô tiê n,Negative
660,cực kì tốt nha chế độ sạc nhanh cực kì tiện lợi không cần nguồn điện trực tiếp vẫn có thể sạc nhanh sử dụng dock sạc nhanh sạc cho cục sạc dự phòng này chỉ cần 3h 3h30 là đầy bề mặt kim loại cứng cáp ok giá cả hợp lí 5,Positive
661,sạc 5 phút được 7 thiết kế gọn đẹp chắc chắn cầm mát tay,Positive
662,mua được 1 ngày sài rất ok không biết màn hình này có dễ trầy xước không nhỉ,Positive
663,em mua cũng được 2 tuần rồi nhưng pin tuột rất nhanh dù sử dụng không thường xuyên,Positive
664,tư vấn nhiệt tình mic loa hoạt động tốt khi nghe gọi báo tin nhắn mes và zalo hơi chậm đánh mua lắm vì mình có thói quen tối hay sạc cả pin đt và pin đồng hồ nên ko quan tâm đồng hồ bao nhiêi tiếng hết pin mình mua đồng hồ sử dụng cũng được 1 tuần rồi,Positive
665,nói chung là đeo lên tay cực kì đẹp tiền nào của nấy chỉ ghét dây trắng dễ bị dơ quá thui sắm thêm dây màu khác thay đổi thì ko thành vấn đề,Positive
666,dùng tốt nhưng ko tặng kèm cáp sạc nhỏ gọn dễ sử dụng nhưng hơi đắt nhân viên nhiệt tình,Positive
667,sản phẩm này sạc rất ổn còn có đèn pin rất sáng và sạc rất nhanh nói chung tốt trong tầm giá,Positive
668,tôi đã mua sạc dự phòng này tạii điện máy xanh tôi sài cảm thấy sạc dự phòng này khi không sử dụng thì nó bị tượt pin không biết cực sắc này bị gì nữa,Negative
669,mới mua về ko bt sao thấy cũng đẹp mọi người nên mua về sài vừa rẻ lại còn êm nữa,Positive
670,đồng hồ thông minh samsung galaxy watch active 2 gọi điện trên đồng hồ từ chối cuộc gọi đồng hồ bấm giờ rung thông báo thay mặt đồng hồ nhận cuộc gọi tìm điện thoại,Positive
671,đồng hồ thông minh samsung galaxy watch active 2 theo dõi giấc ngủ đo nhịp tim tính lượng calories tiêu thụ đếm số bước chân tính quãng đường chạy chế độ luyện tập,Positive
672,cục sạc tốt thiết kế bền đẹp dễ mang theo ai muốn sử dụng một cục sạc dự phòng thì mua cái này nhá,Positive
673,sản phẩm chất lượng dùng được nhiều lần máy tui 3500 mah nhưng cũng sạc được 3 lần,Positive
674,máy đẹp chụp ảnh quay phim màu sắc chân thực rất đẹp tuy nhiên pin dùng ko đc lâu lắm mà sạc pin cực lâu phải hơn 3h mới đầy có lần pin còn 10 mình cắm sạc và xem youtube được một lúc thì máy sập nguồn luôn do sạc pin ko kịp với hao pin,Positive
675,máy sài mượt chụp đêm ảnh thu sáng rất tốt tiếc là có điều kiện hốt em s20 ultra thì ngon nữa,Positive
676,hôm nay mình đến lấy s20 nhìn chung màn hình tràn viền cực đã lướt màn hình rất nhanh với cụm camera chụp nét cầm vừa tay rất thích,Positive
677,sóng wifi hut thì khá tôt nhưng sao sóng 3g kém quá thua iphone và oppo lúc nào cũng thua ngta 1 cột mình xài viettel,Negative
678,lúc đầu mới mua sạc 1 tiếng đầy pin dưới 15 giờ toàn hơn 2 tiếng và tai nghe kết nối cũng bị lỗi nữa hơi thất vọng về giá tiền bỏ ra,Normal
679,nói thật là mấy tháng sử dụng rồi không chê điểm nào cả quá tuyệt vời luôn anh em,Positive
680,sao em sạc cho con a7 2018 không lên pin vậy khi sạc thì vẫn nổi lên đang sạc pin nhưng sạc mãi không vào pin,Normal
681,mới mua được một tháng lỗi tự ngắt khi sạc đã đổi cục khác cũng vậy chán thật cho một sao là đúng rồi không thích chút nào,Negative
682,mua lúc đc khuyến mãi còn 385k có hổ trợ sạc nhanh nhân viên hổ trợ nhiệt tình vui vẽ chưa biết chất lượng thế nào nhưg cảm nhận ban đầu tốt,Positive
683,note 10 dùng hay lỗi ko nhận sim khe sim phải cho vào 1 tờ giấy dày để ép sim hay bị lag số tiền lớn ko đáng dùng so tầm giá,Negative
684,có ai bị như mình không máy tự ngắt kết nối wiffi máy khá là nóng thi thoảng còn bị giật lag,Negative
685,mua 16 8 2018 dùng đến 9 9 2019 vừa hết bảo hành thì hỏng không nghĩ nó hỏng nhanh vậy 15000mah mà sạc cái đt 2700 sạc được 60 pin là sập nguồn dù ít dùng lúc mua về sạc cái iphone cứ lên đến 80 nó tự ngắt đến giờ thì mấy biết chất lượng nó tốt thế nào khuyên mọi người không nên mua sạc này vừa đắt vừa kém chất lượng,Negative
686,luôn ủng hộ tgdd chăm sóc khách hàng quá chu đáo tôi mua cục sạc này cho con dùng 7 tháng bị phồng bị phù tôi mang ra tgdd hỏi còn bảo hành ko nhân viên rất vui vẻ xem còn bảo hành và đổi cho tôi sản phẩm mới cảm ơn tgdd và sẽ luôn ủng hộ,Positive
687,sạc quá lâu sạc từ trưa đến chiều tối mới lên 1 nấc tưởng hư đem ra điện máy xanh đổi về sạc vẫn i vậy hic hic,Negative
688,hàng chất lượng sạc được 2 lần 8 plus và 1 lần 7 mua thế giới di động là yên tâm,Positive
689,ấn tường đầu là viên pin khoẻ 10k pin mình sai ip7 mà sạc vẫn khoẻ dc 2lan hơn viên pin thiết kes chắc chắn đẹp có mấy kẻ sọc nhìn cũng sang còn độ bền thì đợi time,Positive
690,dịnh vụ nhân viên kt nhiệt tình vv sạc dự phòng dùng ok sạc được 2 lần đt xiaomi t9 pin 4k,Positive
691,sạc quá lâu mình sạc 12h mà mới đầy mình sạc cục sạc samsung cổng 2a 5v mà lâu như zay ko hiểu dc,Normal
692,lúc đầu mua về cũng không hài lòng lắm vì không biết cách sử dụng mò mãi mấy ngày thì mới biết cách cho sản phẩm 5,Positive
693,mình hài lòng về cách phục vụ của nhân viên tgdđ và điều đặc biệt hơn về sản phẩm rất tốt đồng hồ này rất tiện lợi cho cậu nhỏ nhà mình nó rất thích mình cũng dễ dàng quản lý bé tuyệt vời,Positive
694,chưa gì đã nứt đầu sạc rơi đầu sạc nhanh hết pin gửi cửa hàng bảo hành thì nhân viên thờ ơ từ chối thất vọng nhiều,Negative
695,vừa đẹp vừa sang chảnh hihi add hình vô đc nhiều nữa là ngon luôn hi vọng huawei sẽ update thêm,Positive
696,sản phẩm nghe rất rõ đeo vừa tai sử dụng được 11 tháng rồi không bị lỗi rất êm hài lòng,Positive
697,tai nghe du ng nghe điê n thoa i nho râ t tiện lơ i âm thanh ok i t hao pin,Positive
698,vừa mua hôm thứ 6 tuần rồi rất ưng đeo lên tay rất đẹp sang trọng nhưng pin nhanh hết quá nhân viên tư vấn nhiệt tình có điều là hình như chưa hiểu hết về sp đang bán lúc đầu mình tính mua bản lte nhưng bé nhân viên khẳng định apple watch dòng series 3 ko có bản lte chỉ dòng 4 trở lên mới có,Positive
699,vừa mua chiều nay ở tgdd vạn phúc tp bắc ninh khá đẹp và ưng ý nhân viên tư vấn nhiệt tìnb các chức năg đều ổn áp nói chung là ưng,Positive
700,máy đẹp nhìn ok màn hình sắc nét cảm ứng nhạy loa to rõ hay camera sau đẹp trước thì vừa dùng mở khóa id cực nhạy pin hơi yê u xíu sạc 3 tiếng mới đầy,Positive
701,máy ổn nhân viên phục vụ rất tốt cảm thấy rất hài lòng đợi hơi lâu chút nhưng mà bù lại chất lượng,Positive
702,sản phẩm rất ok nhân viên phục vụ tận tình chu đáo máy chạy rất mượt camera khá ngon còn thiết kế thì khỏi chê sản phẩm mua tại thegioididong,Positive
703,nói chung mua iphone xs khá ngon do mình thích máy nhỏ gọn dễ cầm và di chuyển nên mua xs thay vì xs max hiệu năng tốt pin đủ dùng từ 7h sáng đến hơn 5h chiều một tí camera khá ngon còn thiết kế thì khỏi chê,Positive
704,máy dùng mạng 4g mà chập chờn đang dùng ip mà dùng máy này chơi game thì đúng là thảm họa ngoài ra các chức năng khác thì ở mức chấp nhận đk,Negative
705,tôi hiện đang dùng sam sung s20 plus đổi từ samsung s7 edge khi hoàng hà mobile phối hợp samsung đổi máy cũ lên mới qua gần 2 tháng dùng ss20 gặp vấn đề 3 lần bị treo đơ máy ảnh chụp khá đẹp nhưng khi đưa ảnh chụp vào lưu trữ khá chậm và ko hơn gì con s7egd cũ của tôi là bao,Normal
706,bạn mình mới mua thấy rất ok mình thích con này có cơ hội nên dùng thử em này d,Normal
707,tôi mua hôm 26 6 khi vừa thấy giảm 7 triệu mua rồi mới thấy trên website họ cập nhật là giảm thêm 1 tr nữa nếu đặt online _ nhưng bù lại nhân viên dmx hôm đó tặng cho tai nghe akg y500 họ nói là khuyến mãi của samsung còn dư lại ở chi nhánh họ nên họ tặng cho tôi và không quy đổi thành tiền về nhà mới biết nguyên nhân thôi cũng an ủi đi vì nếu họ không cho tai nghe chắc tôi sẽ buồn hơn nữa vì km họ thay đổi trong vài giờ mà tôi không biết xài thấy máy cũng ok pin trâu nếu bạn chịu khó tắc một số tính năng mới của samsung mà nó không cần thiết cho máy lúc mua tôi dùng sdt khách hàng thân thiết của mình để mua nhưng ko được chiết khấu thêm mặc dù mưa đến 2 máy s20 và một máy xay sinh tố philips họ nói sp đã giảm 7 triệu 1 cái nên không chiết khấu gì nhưng máy xay sinh tố của tôi cũng hơn 2tr cùng với một vài phụ kiện linh tin nữa khổ,Positive
708,máy quá đẹp màn hình quá đẹp pin trâu cấu hình quá mạnh dùng phải nói là cực thích đổi note 10 để lấy s20 là sự lựa chọn sáng suốt,Positive
709,điện thoại ngon camera chụp đẹp pin khỏe chơi game mượt thích lắm dùng sướng hơn ip rất nhiều rất xứng đáng đồng tiền,Positive
710,sạc hụt pin qua nhanh không đáng tiền dù đã khuyến mãi sạc sony z5 và iphone 5s chưa đầy đã sập quá tệ,Negative
711,k bk do bản cập nhập bị lỗi hay k mà càng ngày xài thấy càng lag dt ra hôm nay nt messenger còn bị lag soạn tin xog mà chữ chưa dk đánh xog nữa bỏ sô tiền cao mua sản phẩm này thấy thất vọng quá,Negative
712,máy flagship mà quá tệ xài thì nóg k bỏ túi dc luôn update thì giật lag chán thật k lẻ lại về apple,Negative
713,máy có tình trạng giật lag ram 12g mà như này sai lầm khi bỏ số tiền ra mua dòng này,Normal
714,tốt vừa mua về chìu nay xong ủng hộ shop nhiều,Positive
715,ngắn gọn dùng được 1 năm 1 tháng là không còn cầm pin nữa sạc 1 lần lenovo a7000 plus 2900mah là pin dự phòng 15000mah này từ 100 còn 2,Positive
716,sao 1 tháng mua sài rất tốt sạc nhanh không bị nóng như những cục pin trước mình sài pin trâu hổ trợ nhiệt tình,Positive
717,sản phẩm đẹp dung lượng lớn nạp được nhiều lần,Positive
718,đã nhận hàng dùng k nóng máy và sạt được nhìu lần có hiển thị pin nên dễ dàng kiểm tra dung lượng pin còn lại rất tiện hơi nặng khi để vào túi nhưng tóm lại rất ưng,Positive
719,pin sạc dự phòng này rất ok tiện lợi có cổng lightning từ cục sạc iphone hoặc microusb nhưng thời gian để sạc 5 6h 2a 10 11h 1a,Positive
720,sản phẩm đẹp dùng rất tốt hỗ trợ 2 cổng ra 2a rất tiện lợi mua tại điện máy xanh nv hỗ trợ nhiệt tình,Positive
721,mua 2 em ngày hôm qua pin xài ok mẫu mã đẹp nhẹ,Positive
722,sạc khá nhanh chất lượng quá ok so với tầm giá mua đợt sale 45 còn có 357k hôm 9 3 2019 hihi,Positive
723,phin nạp đủ phòng nạp trên 4 tiếng mới liên một cốc phin là có bị loi không chú nếu nạp điện thoại là đây roi,Normal
724,sạc khá tệ dùng được nửa năm có hiện tượng chai pin và phồng bây giờ chỉ sạc dc một lần với ip 7 dù vẫn còn bảo hành,Negative
725,sản phẩm đẹp tuy còn vài điểm nhỏ mình ko thích màn hình nét mượt tuy viền hơi dày giao diện quá trời đẹp nhiều ứng dụng nhiều kiểu mặc pin chắc ko thích nhất là pin rất yếu bật vài tính năng cộng kết nối điện thoại là 5p có thể bay 10 hay cả 20 chóng cả mặt cảm biến nhịp tim khá nhạy tuy ko pk chính xác ko cảm biến bước chân thì ảo lắm lun đi xe cũng đếm cả ngàn bước còn gps chưa test nữa mong đánh giá của mình có ích cho ai có ý định mua smart watch này,Positive
726,cảm giác đầu tiên là nhẹ rất nhẹ dây đeo thoải mái ít có cảm giác là đang đeo một thiết bị hỗ trợ theo dõi sức khỏe trong người đo nhịp tim tương đối chính xác kết nối với iphone qua bluetooth bằng ứng dụng samsung galaxy fit ổn định xem giờ xem thời tiết ổn định nhẹ nhàng mình mua hàng tại thegioididong tuy là hàng đổi trả nhưng vẫn được samsung bảo hành chính hãng 1 năm nói chung là ok mình hài lòng và yên tâm về chất lượng cũng như về hậu mãi của sản phẩm này,Positive
727,nói chung là sản phẩm kém định vị xa cả mấy km tỷ lệ đúng chỉ 20 thôi tính năng quan trọng nhất mua về cho con xem giờ với lấy le với các bạn chán đang ở trường mà báo xa tít mù tắp,Negative
728,sai số định vị đến cả cây số thiết bị hiện offline liên tục mặc dù đồng hồ vẫn hiện kết nối 3g ngoài gọi ko thao tác dc tính năng nào khác đổi đến 2 sản phẩm cả đời cao hơn vẫn bị,Negative
729,chất quá đê mò mẫm xíu cũng ra đc cả kho face thích thú này kkkkkkkkkkkkkkk,Positive
730,gấu bông cũng có nhịp tim đấy giá hợp lý pin xài được 2 ngày s4 hơn s3 về các vấn đề nhỏ s3 đủ tiêu chuyên thông báo nhắn tin và các tác vụ khác tóm lại xứng giá tiền so với bỏ 12 triệu ra mua s4 hoặc s5,Negative
731,cái này có tính năng lưu nhạc mp3 để phát trực tiếp qua tai nghe bluetooth một cách độc lập ko cần kết nối đến điện thoại liệu có được không vậy vì bộ nhớ trong 4gb có ai biết chỉ mình với để mình mua,Positive
732,sạc chậm máy của mình còn 30 mình sạc cả đêm đến sáng được 60 mình tưởng hết pin mở lên thì pin vẫn còn đầy mà sạc điện thoại ko vào đc cảm thấy buồn ra tgdd đổi 2 lần vẫn ko dc thế là đổi qua loại khác,Negative
733,sử dụng được 2 tháng thì bị mất nguồn không lên hình sửa xong đem về xài được 1 tuần thì màn hình bị nhoè màu hãng báo vô nước không bảo hành sửa thì phải trả 1tr5 trong khi mình chỉ đeo khi chạy bộ,Negative
734,sử dụng được 2 tháng thì bị mất nguồn không lên hình sửa xong đem về xài được 1 tuần thì màn hình bị nhoè màu hãng báo vô nước không bảo hành sửa thì phải trả 1tr5 trong khi mình chỉ đeo khi chạy bộ,Negative
735,rất đẹp vừa đủ tiện nghi a chị tư vấn nhiệt tình hỗ trợ kĩ thuật hết mình vui tính ân cần chú đáo vui lòng khách đến vừa lòng khách đi mới mua thứ 7 giò lại giảm thêm 200k hơi buồn xíu nhưng ko sao ac dễ thương thị xã tân châu tỉnh an giang 7 nguyễn văn linh p long thành,Positive
736,máy bao mượt mình tin các bạn mua máy nè sẽ phải hài lòng cầm nắm chắc chắn màn hình đẹp chơi game cực đỉnh,Positive
737,m mới mua máy hôm 10 6 nay tuột mất 4tr thật là bn mà máy sài mau tuột pin quá từ sáng đến chiều m chỉ gọi 2 cuộc dt lướt fb 15ph mât hết 45 pin roi quá thất vọng,Negative
738,máy mới mua rất tin dùng các sản phẩm của samsung và thấy s20 lần này có nhiều đột phá hay,Positive
739,máy chạy nhanh mượt lại trợ giá thu cũ đổi mới tốt nói chung là mình hài lòng về s20,Positive
740,sao máy chụp hình chất lượng kém quá phóng to x2 thôi cũng bị rỗ hình ad giải đáp giúp,Negative
741,máy kém ko đáng đông tiền fps giật lag fb cũng hay bị đơ lỗi nói chung chíp sử lý kém,Negative
742,giao hàng nhanh sản phẩm đẹp bền dùng không bị nóng sạc được nhiều lần có hiển thị pin lên rất tiện lợi cho việc sạc pin,Positive
743,mình mua hồi tháng trước sạc rất chất lượng theo mình nghĩ sạc cỡ 3000 lần mới bị hiện tượng sắp nổ nên khỏi lo dùng 2 3 năm vẫn oke,Positive
744,sản phẩm này rất tốt samsung j7 plus sạc được 4 lần khi tới 20 rất ấn tượng,Positive
745,mua ở thế giới di động thật là tuyệt vời chăm sóc khách hàng chu đáo chế độ bảo hành thật tuyệt vời dù sac có cũ thế nào bị lỗi của hàng vẫn bảo hành đổi mới nhân viên thì rất nhiệt tình,Positive
746,sản phẩm tốt sài khá lâu rồi vẫn trâu và khoẻ hàng sài rất bền cứ rớt ầm ầm mua tgdd là ok,Positive
747,pin tốt do sạc cũ hư đổi nhưng hết hàng được đổi ngang qua viên này xài ok hài lòng,Positive
748,không có gì chê ngoài pin yếu duyệt web xem youtube nghe podcast nghe nhạc offline bản đồ offline không cần mạng từ điển xem video đọc pdf ghi chú,Positive
749,mua đeo đúng 1 ngày phần dây đã có dấu hiệu bong chóc đi làm về muộn k qua cửa hàng được ngay đeo thêm đúng 1 tuần thì bong chóc càng nhiều trông như hàng mã lên web hỏi hỗ trợ onl thì được thông tin là được bảo hành nên đem đến cửa hàng nv loay hoay gọi điện hỏi khắp chốt là không được bảo hàng dây chỉ bảo hành phần máy đồng hồ chính hãng,Negative
750,e đã nhận được máy rất ok nhưng admin hướng dẫn cách sử dụng và hướng dẫn bảng tiêu chuẩn sức khỏe cho ứng dụng galaxy watch active được không trân thành cảm ơn,Positive
751,cảm giác đầu tiên là nhẹ rất nhẹ dây đeo thoải mái ít có cảm giác là đang đeo một thiết bị hỗ trợ theo dõi sức khỏe trong người đo nhịp tim tương đối chính xác kết nối với iphone qua bluetooth bằng ứng dụng samsung galaxy fit ổn định xem giờ xem thời tiết ổn định nhẹ nhàng mình mua hàng tại thegioididong tuy là hàng đổi trả nhưng vẫn được samsung bảo hành chính hãng 1 năm nói chung là ok mình hài lòng và yên tâm về chất lượng cũng như về hậu mãi của sản phẩm này,Positive
752,đồng hồ có thiết kế rất là cute dễ sử dụng mua tặng cháu gái mình ưng lắm nhân viên thế giới di động tư vấn rất nhiệt tình chu đáo còn lắp sim hướng dẫn từng tính năng cụ thể từ định vị nghe gọi chụp ảnh thiết lập danh bạ có một vài tính năng mới cần tư vấn chu đáo như này mình mới biết ah còn được tặng đồng hồ điện tử tiếc là chỉ có màu đen ko hợp với cháu gái nhà mình nên tặng cho bé khác cảm ơn bạn nhân viên dễ thương sẽ ủng hộ tgdđ dài dài,Positive
753,đồng hồ có thiết kế rất là cute dễ sử dụng mua tặng cháu gái mình ưng lắm nhân viên thế giới di động tư vấn rất nhiệt tình chu đáo còn lắp sim hướng dẫn từng tính năng cụ thể từ định vị nghe gọi chụp ảnh thiết lập danh bạ có một vài tính năng mới cần tư vấn chu đáo như này mình mới biết ah còn được tặng đồng hồ điện tử tiếc là chỉ có màu đen ko hợp với cháu gái nhà mình nên tặng cho bé khác cảm ơn bạn nhân viên dễ thương sẽ ủng hộ tgdđ dài dài,Positive
754,vào cài đăt trên màn hình đồng hồ hiển thị nâng cao kéo xuống mặt hiển thị chờ 1 phong cách đồng hồ kim hoặc số 2 màu sắc xanh hay đỏ chọn tùy thích trong cài đặt nâng cao bạn đã bật chức năng màn hình chờ olways on display rồi đó chúc mừng bạn thích cho mình 1likes nè hjhj đưa hình bạn yêu thích vào mặt đồng hồ ok nhé tùy biến đẹp chất thông minh giá hợp lý pin trâu lựa chọn tinh tế bỏ xa trái táo hay trái ổi,Positive
755,mua gần được 1 tháng sử dụng tốt cổng sạc micro in1 không sử dụng được chỉ sạc với type c,Positive
756,củ sạc này quá chán mình đã đổi tổng cộng 5 lần rồi nhưng vẫn vậy cứ dùng được một thời gian xong lại lỗi điện thoại mìn hỗ trợ sạc nhanh nhưng cứ dùng một thờ gian nó lại bị lỗi sạc chấp chờn ko vào và nhiều khi tự ngắt sạc có khi cả đêm ko đầy nổi cái pin điện thoại 3 000 rất thất vọng cái củ sạc này khuyên mọi người không nên mua cái này vì nó quá tệ,Negative
757,vừa mua em này tối nay 6 11 cảm nhận watch rất đẹp nhỏ gọn 38mm nguyên seal nhân viên đmx 584 rất nhiệt tình phục vụ quá ok gắng phát huy như thế nha các nv đmx 584 kha vạn cân,Positive
758,hài lòng với gear s3 và galaxy watch nhưng apple watch lại vượt trội hơn nhìn nữ tính đẹp tuyệt vời hoạt động rất ổn định,Positive
759,mình bán note 8 để mua con này chủ yếu để chơi game nói chung máy mượt ngon camera mình không quan tâm lắm nhưng thua note 8 nhưng chơi liên thỉnh thoảng bấm vào skill nó như không bấm được khi bấm nhanh phải bấm lần hai iphone được mượt ổn định lâu dài cũng được nâng cấp lâu dài hơn android tiền nào của nấy,Positive
760,sản phẩm ok cách phục vụ của chi nhánh tạm được song còn kém ko chuyên nghiệp như ở tp do đặt hàng mua tại quê nên phải chờ gửi hàng về sản phẩm ok,Normal
761,mình mua hàng bên điện máy xanh kinh môn hải dương các bạn hỗ trợ rất nhiệt tình mình luôn hài lòng với chất lượng phục vụ của điện máy xanh cũng như thế giới đi động tiếc là máy bắt gps hơi chậm mình đang trải nghiệm thêm,Positive
762,nhận hàng máy cập nhật tiếng việt đầy đủ nha cả nhà tay mình nhỏ nhất có thể vẫn đeo được ai tay to thì đẹp,Positive
763,mua được 7 tháng rồi dùng quá mượt luôn pin thì dùng mãi chỉ mong hết pin để sạc ai nhìn cũng thèm luôn,Positive
764,dùng được 3 tháng pin trâu rất mượt đáng tiền spen ghi chú nhanh rất tuyệt vời,Positive
765,đã nhận hàng dùng k nóng máy và sạt được nhìu lần có hiển thị pin nên dễ dàng kiểm tra dung lượng pin còn lại rất tiện hơi nặng khi để vào túi nhưng tóm lại rất ưng,Positive
766,pin dùng tốt dung lượng cao tôi dùng gần 1 năm rồi mà vẫn tốt chán có đèn báo pin có chút không hài lòng lắm là lõi pin là 4 cục pin tròn gần giiongs pin laptop ghép lại chứ không phải 1 cục pin liền 1 khối như pin polyme,Positive
767,mình mới mua dùng được vài ngày cảm thấy rất hài lòng sản phẩm có dung lượng lớn sạc được nhiều điện thoại thiết kế đẹp cầm rất chắt tay có màn hình hiển thị nên rất dễ kiểm tra dung lượng của bin giá cả hợp lý nhân viên phục vụ rất tốt,Positive
768,quá tuyệt vời pin sac tự ngắt khi điện thoại đầy làm không bị trai pin sạc được khoảng hơn 4 lần iphone 7 plus cảm ơn shop rất nhiều,Positive
769,pin yếu,Negative
770,đồng hồ đẹp rất nhiều tính năng tiện dụng trước khi mua thấy bình luân là pin yếu sụt nhanh cũng hơi lo nhưng với việc chạy nhiều ứng dụng mình dùng từ 18h 8h sáng hôm sau mà hết 23 thì quá ổn rồi người ta bảo hiện đại thì hại điện mà,Positive
771,đồng hồ kháng nước độ sâu 50m mà đi mưa rửa tay vô nuoc không bảo hành tính năng có cho vui,Negative
772,sản phẩm khá ok bật chức năng đếm nhịp tim pin được khoảng 3 ngày nếu tắt có lẽ được 1 tuần báo cuộc gọi tin nhắn nói chung khá ok trong tầm giá,Positive
773,sau khi mua sản phẩm mày mò một lúc rồi cũng dùng quen và rất thích sản phẩm đồng hồ sáng nét tuy nhiêu hơi ít kiểu đồng hồ và mặt hơi nhỏ tí gió to hơn chút cỡ như mi band 3 thì cõ lẽ vừa vặn với tay con trai hơn,Positive
774,sau khi mua sản phẩm mày mò một lúc rồi cũng dùng quen và rất thích sản phẩm đồng hồ sáng nét tuy nhiêu hơi ít kiểu đồng hồ và mặt hơi nhỏ tí gió to hơn chút cỡ như mi band 3 thì cõ lẽ vừa vặn với tay con trai hơn,Positive
775,3 ngày hết pin lỗi kết nối tìm mãi k thấy không báo cuộc gọi khi ấn nghe rồi thì rung liên tục,Negative
776,sản phẩm rất ok về mọi mặt khá nhỏ gọn đếm bước chân đo nhịp tim vs mức giá này thì quá ok,Positive
777,đồng hồ có thiết kế rất là cute dễ sử dụng mua tặng cháu gái mình ưng lắm nhân viên thế giới di động tư vấn rất nhiệt tình chu đáo còn lắp sim hướng dẫn từng tính năng cụ thể từ định vị nghe gọi chụp ảnh thiết lập danh bạ có một vài tính năng mới cần tư vấn chu đáo như này mình mới biết ah còn được tặng đồng hồ điện tử tiếc là chỉ có màu đen ko hợp với cháu gái nhà mình nên tặng cho bé khác cảm ơn bạn nhân viên dễ thương sẽ ủng hộ tgdđ dài dài,Positive
778,sản phẩm đẹp nhiều tính năng hữu ích đặc biệt là định vị và nghe gọi bé nhà mình rất thích,Positive
779,sản phẩm đẹp nhiều tính năng hữu ích đặc biệt là định vị và nghe gọi bé nhà mình rất thích,Positive
780,sản phẩm đẹp nhiều tính năng hữu ích đặc biệt là định vị và nghe gọi bé nhà mình rất thích,Positive
781,chất lượng sản phẩm rất tệ thiết kế rất dễ gãy đứt không có chế độ sữa chữa tốt chán,Negative
782,kém từ chất lượng sản phẩm đến chế độ bảo hành và rất tệ trong quá trình sử dụng,Negative
783,đồng hồ thì ok rồi nhưng mình có một băn khoăn thế này trên tin tức thì bảo đồng hồ oppo watch 41mm để là bộ nhớ 8g nhưng mình kiểm tra thì chỉ có tổng dung lượng là 4 30g mình vào xem các ứng dụng cả ứng dụng hệ thống luôn nhé nhưng vẫn thiếu dung lượng vậy dung lượng thiếu kia đi đâu,Positive
784,đồng hồ kết nối nhanh hiển thị rõ ràng dễ dùng nhiều mặt đồng hồ thích nhất là phối mặt đồng hồ theo quần áo,Positive
785,pin rất lâu đúng như quảng cáo hỗ trợ các chương trình thể dục rất bổ ích dây da đẹp thời trang nói chung rất hài lòng về sp này,Positive
786,thế giới di động giúp mình cái google map và nồng độ oxy trong máu mẫu mã ok đẹp nhân viên bán hàng tuyệt vời,Positive
787,tôi mới mua chiếc ss watch 3 hôm qua trải nghiệm ban đầu chưa được ưng ý về ngoại hình tôi đánh giá đẹp trẻ trung nam tính tuy nhiên cảm biến chuyển động tính bước chân sai đi xe máy vẫn được tính bước chân đạp xe đạp vẫn được cho là đi bộ rất thất vọng cho mức giá gần 10tr và không đạt được mục đích mua là để tập thể thao và theo dõi sức khỏe,Negative
788,quá ngon trong tầm giá mới mua đc 4 ngày tuy nhiên khi vào app trên wath có hiện tượng trễ hơi khó chịu,Positive
789,sp xài tốt pin dc gần 3 ngày mọi thứ hoàn hảo chưa thấy lỗi nào nhân viên tư vấn nhiệt tình nhanh gọn,Positive
790,nhân viên phục vụ chu đáo sản phẩm tốt rất thích mua ở thế giới di động mặc dù giá cao hơn chỗ khác,Positive
791,khá thất vọng cục sạc này sạc quá chậm sạc 6 tiếng mới đầy điện thoại oppo a37,Negative
792,sử dụng hơn 4 tháng rất ổn định dù thường xuyên tiếp xúc với hơi nước biển mà lớp vỏ không gỉ sạc điện thoại nhanh đầy cầm chắc chắn khi sạc vào không bị nóng,Positive
793,thiết kế đẹp cầm nắm chắc tay pin sạc ổn định gọn nhẹ thích có cổng sạc vào type c,Positive
794,khá ưng ý sản phẩm chắc chắn pin cực trâu phù hợp cho bạn nào chạy grab tốt nhất trong tầm giá,Positive
795,cầm chắc chắn có hỗ trợ sạc nhanh rất tiện cho các dòng máy có hỗ trợ của samsung note 8 note 9,Positive
