Comment,Rating
"Chỉ được cái mã và màu đẹp, sạc được 1,5 lần là hết pin (vậy cũng ok). Nhưng vừa hết hạn bảo hành là hư, không sạc được nữa. :) (cứ dùng Ava là bị vậy, 2 cục sạc dự phòng bị y như nhau, sau này không mua Ava nữa)",1/5
"Sạc dởm, xài vừa hết hạn bảo hành 3 tháng đã hư. Sạc lâu, dài tiếng, hết hạn bảo hành 3 tháng hư liền",1/5
Thất vọng thật sự mua về sạc cả buổi ko đầy đc 3 cục. Dùng ko đến 2h đã gần hết pin,1/5
Thất vọng,1/5
Hối hận khi mua,1/5
Sạc lại quá lâu,2/5
Sạc quá chậm,3/5
Sản phẩm tốt,5/5
Thuận tiện. Cáp sạc tốt. Dây chắc chắn.,5/5
"Sản phẩm dùng tốt, thiết kế tiện lợi, không phải mang theo nhiều dây, có chế độ bảo hành tốt",5/5
"Dây cáp tiện lợi dùng cho mọi loại điện thoại. Chỉ cần một, mà không phải mang theo nhiều sợi khi đi công tác, đi du lịch.",5/5
"sản phẩm dùng rất là bền, mặc dù mình mua hơn năm rồi nhưng chưa phải đi bảo hành lần nào cả, có 3 đầu rất tiện dùng cho nhiều điện thoại khác nhau",5/5
Thật ra dung lượng đúng chỉ khoảng 16500 mAh nhưng bù lại hiệu suất ( Out ) đạt tới khoảng 79% chứ không phải 65% như thông số TGDD đưa ra . Nghĩa là mức dung lượng có thể sử dụng được là 12800 mAh,5/5
Dùng em này cũng hơn một năm rồi. Chất lượng tuyệt vời. Pin trâu. Âm thanh hay. Đệm đeo tai rất êm. Nói chung là ngon. Nên mua,5/5
"Tai nghe cực ngon luôn nhé mng, đáng mua lắm, bass cực sâu nói chung là siêu ưng",5/5
"sản phẩm tốt giao hàng nhanh tư vấn tốt rất thích giá cả lại rất tối lại còn đầy đủ phụ kiện nhưng bật mic ở nào thì ko biết
",5/5
"Mình rất thích ,rẻ mà đẹp ,nghe tốt!! Trước giờ ủng hộ bên TGDD 3 sản phẩm .!!!!!",5/5
"Sp khá ok nghe êm tai khá thú vị nhưng mới mua hôm qua giá 360 giờ km 315. Hờn cả thế giới
",5/5
Ad so sánh dùng với mozard q6 về: - thời gian sử dụng liên tục - thời gian chờ - chất âm - độ bề của pin,5/5
Chập chờn,1/5
"Sau hai lần đổi trả sản phẩm tại dmx cư jut, Đăk nông. Cuối cùng cũng chọn được sản phẩm rất ưng ý. Nhân viên vui vẻ nhiệt tình lịch sự. Rất hài lòng về chất lượng phục vụ của đội ngũ nv cũng như sản phẩm.",5/5
Sản phẩm khá tốt trong tầm giá đc mua Sale giảm 49%khá ok mình sài redmi 7 sac đc khoảng hơn 1 lần sạc pin máy mình thì đã 4000mah trong khi đó pin dự phòng chỉ khả dụng khoảng 6000mah thôi vậy đã ok rồi cảm ơn TGDD .,5/5
"Loa đàm thoại 2 chiều không thật.
Cả 2 đầu đều tưởng người nghe bị cảm cúm.
Loa ngoài nghe bị rè. ",3/5
Mình mới mua hôm qua tại tgdd lục yên yên bái. Các bạn nữ rất nhiệt tình ạ. Máy thì ko biết chê điểm gì đúng là trải nhiệm đáng đồng tiền,5/5
"Đã được hỗ trợ, sản phẩm dùng tốt, pin trâu, đã dùng tốt hơn rất nhìu cảm ơn Tgdd ",5/5
Chưa xài lần não hãng này... Nhưng cái 11 này ung y nhất khi xài Appel mà xài Màu đỏ logo vàng hoặc ngược lại  thì khỏi nói tới độ sang chảnh của giới thuong luu. Appel cầm màu đỏ là khỏi cần tới gần cũng quy phai thanh lịch qua ve thân thái của logo. Có tiền sẽ rinh cai 11 về...,4/5
Sản phầm không như mong đợi,1/5
"Vừa chọn 1 con màu xanh. Tôi từ 5S model 2014 cổ đại, lên 11 nên không có gì để chê. Chụp ảnh, quay phim đều tốt, âm thanh nghe hay hơn. Về phần pin tôi không chơi game nên sử dụng gần 3 ngày. Để qua đêm, pin sụt 2-3%. Hài lòng. Bạn nào cần bền bỉ, cần pin lâu, không quá qua tâm về màn hình thì chọn em này.",5/5
Có ai chơi liên quân giống mình ko bao max nhung hao phin quá chơi 1 trận tầm 15p là ngốn mất 5%pin máy hay nóng máy mới luôn,4/5
"Âm thanh tốt, gắn vào tai không bao giờ rớt nếu lắp cái móc có trong hộp vào, phạm vi 10m âm thanh ổn định quá 10m sẽ giật âm thanh, giá tiền hợp lí. Thích hợp chạy bộ đàm thoại ổn định. Đẹp. Nhân viên giao hàng đúng giờ k trễ 1s, phục vụ rất tốt. Các bạn nên mua nếu nhu cầu âm thanh không quá cao. Hết, cảm ơn tgdd!",5/5
"Nút bấm thiết kế tệ, mỗi lần bấm nút điếc cả tai. Không kết nối bluetooth với laptop được. Mic không nhạy, phải nói thật to mới được. Loa tệ, nghe không rõ tiếng.",3/5
"Nhanh chóng, nhiệt tình",5/5
"Người nghe đầu bên kia than phiền chất lượng cuộc gọi rè rè, không nghe rõ được.
Còn mình nhận cuộc gọi thì nghe ổn. 3* thôi",2/5
Sản phẩm này rất tốt.đg giảm giá nên mua mọi người ơi.đeo không bị rớt rất thích,5/5
"Mới mua có 1 ngày thôi. Mà đã không thoại được rồi. Người ta nói thì mình nghe, còn mình nói thì người ta không nghe. Không hiểu nôi.",1/5
"Mới mua sạc bin bao lâu tai nghe đủ bin vậy shop
Sp tạm dc nhưng ko nghe dc lớn với lại hơi rè với ù ",5/5
"Vừa hết hạn bảo hành sản phẩm là hư, sản phẩm quá tệ, sạc vào thì mất cả 10 tiếng trong khi chả được bao nhiêu, với cái giá 300vnd thì quá tệ",1/5
Mua về.quên không khui ra sử dụng.lúc lấy ra sử dụng là vừa hết hạn bảo hành 3 tháng  1 đổi 1.lấy ra xài thì thôi rồi lượm ơi.xạc cả đêm không đầy.mang sạc điện thoại thì 60 phút được 25% pin điện thoại.quá tệ!,1/5
Sạc ok ạ. Nhẹ. Gọn. Tiện lợi. Nhưng k tặng kèm dây sạc. Bạn nào k có phải mua rời,5/5
Hàng mới và đẹp lắm mọi người lên mua cap sạc bên ngoài thêm nha nhân viên phục vụ rất nhiệt tình,5/5
Sạc được 6 tháng thì hỏng không vào điện nữa. Cắm chỉ nhấp nháy thôi. bảo sao ava bảo hành 3 tháng,1/5
"Pin dùng được nhưng đèn báo hay bị hỏng. Đợt đầu zắc cắm hỏng, đèn báo hỏng, ra cửa hàng được đổi mới luôn, về dùng được 1 thời gian ngắn thì đèn báo hỏng tiếp. ",3/5
Sạc được tầm chục lần là không sạc được nữa. Đèn báo sạc mà pin điện thoại cữ tụt như không sạc. Thất vọng,1/5
Không đúng như mô tả,4/5
Sản phẩm tốt trong tầm giá này đặc biệt có hỗ trợ sạc nhanh nửa chứ đáng đồng tiền,5/5
"Mẫu mã đẹp . Giá phải chăng . Giao hàng nhanh 
Nhân viên nhiệt tình . Chưa sd nên chưa biết chất lượng ",5/5
Vừa mua song bên ngoài công rất đẹp nhỏ gọn.bên trong thì đag trải nghiệm.......................,5/5
"Sản phẩm sử dụng rất tiện lại, có thể sạc được 3 máy 1 lúc, dây làm rất bền và chắc chắn, màu sắc sạch sẽ , mình sẽ ủng hộ lâu dài",5/5
Cảm thấy rất tiện dụng. Lỗi được đổi trả trong 1 năm nên yên tâm sử dụng. K lo lỗi,4/5
Thật ra dung lượng đúng chỉ khoảng 16500 mAh nhưng bù lại hiệu suất ( Out ) đạt tới khoảng 79% chứ không phải 65% như thông số TGDD đưa ra . Nghĩa là mức dung lượng có thể sử dụng được là 12800 mAh,5/5
Thật ra dung lượng đúng chỉ khoảng 16500 mAh nhưng bù lại hiệu suất ( Out ) đạt tới khoảng 79% chứ không phải 65% như thông số TGDD đưa ra . Nghĩa là mức dung lượng có thể sử dụng được là 12800 mAh,5/5
"Mua hồi hôm 28/8 sạc thì 8 tiếng chỉ 50% , hôm nay pin bị lỗi ko sáng đèn và bị nóng có nguy cơ cháy nổ cao , điện thoại cho nhân viên thì hỗ trợ ko nhiệt tình , Không nên mua",1/5
Mình mới mua trên tgdt xong. Nhân viên tư vấn rất nhiệt tình. Còn pin thì OK dùng lâu thì mới biết dc,4/5
"Mình mới mua hôm qua (chương trình giảm giá 45%) tranh thủ test, thử cho hết pin nhưng nghe mệt quá đến giờ chưa hết, pin trên 15 tiếng ở mức nghe 79% âm lượng.
Trước có dùng tai nghe dỏm hơn, chừng 5 tiếng hết pin",5/5
"Sản phẩm thiết kế đẹp , sử dụng nghe nhạc thấy hơi nhỏ , coi youtube nghe rõ tiếng nhưng trong tiếng nghe có hơi rè rè & âm lượng tai bên phải nhỏ hơn bên trái!!!",4/5
Tự động ngắt nguồn liên tục đã đổi đến cục thứ 3 vẫn vậy cuối cùng là mua để làm gì khi không dùng dc,1/5
"Sạch cho sam sung a70  typec    sạc nhanh như sạc zin quá ngon. 1 tiếng 40p đầy viên pin 26% của 4k5
Nhân viên tư vấn bảo không hỗ trợ sạc nhanh cho ss a70 nhưng mua về vẫn sạc nhanh . Cảm thấy hài lòng. Mua sale 50%ngon",5/5
"Sản phẩm camera đẹp, chất lượng hình ảnh tốt.
Tuy nhiên sử dụng 1 thời gian dễ bị đơ.
Máy hỗ trợ CV Văn phòng tốt.,
Đánh giá 4*",4/5
"Nói chung thì máy hợp công việc là chủ yếu, pin hơi yếu, chơi game lag, giật. Lâu lâu trong các app cũng bị. Ai mua để làm việc với dùng mạng xã hội, xem video thì hợp, chứ để chơi game, đặc biệt là game online nặng thì thôi, khả năng sử lí với kết nối kém lắm.",4/5
"Quá Good !!!
Camera sau quá đẹp, nhiều bạn sợ hao Pin riêng mình lại cảm thấy KO, ban đầu sợ bao Pin mình để màn hình 60hz nhưng sau chuyển lên 120hz trải nghiệm thì thấy củng ko hao Pin là mấy, nói chung ổn. Bù lại Sạc rất nhanh, chừng 30phút là Đầy nếu Sạc từ 15 - 20%. Quá ngon lành",5/5
"Đánh giá vài ngày sử dụng thì ok cấu hình cao thì chiến game ngon lành khỏi bàn cãi nhưng PIN đuối sức khi chơi pubg bật màn 2k 120hz utral hd cực độ max có thể thì 1 trận mất tầm 10% .PIN để qua đêm thì tuộc kha khá. Nói chung sài hàng ngày thì khỏi bàn cãi chơi game nặng thì pin tụt nhanh. Máy nhiệt độ khá là Mát mẻ nói chung là rất mát mẻ cho chơi game cũng mát. Màn hình cảm ứng khá tốt nhưng phần bo tràn viền màn hình cong nhấn k nhạy chỗ 2 mép màn hình cong. Phần cảm ứng vân tay thì cũng  thua tý xíu với vân tay trên nút nguồn. Để ý máy để yên thì vân tay sẽ không hiện ra, phải cầm máy lên hay nghiên nó qua bên mới hiện vân tay. Máy cầm tay chắt khá đầm tay, sử dụng 1 tay nói chung là không tốt màn hình to khá dài tay bé không thể 😅. Về phần loa to mồm 2 loa cũng k trong lắm, phần loa trên bị che khuất 1 phần nên có cảm giác rung rung phía sau. Phần camera k quan tâm đến chụp ảnh nhiều nên không so sánh tùy cảm nhận mỗi người .cuối cùng là máy bám vân tay kinh nên đeo ốp 🤣",4/5
"Xài rất ok nhé
Đth thì xạc đc 4 lần với 6splus
Ipad mình xạc 2 lần
Nhân viên thì miễn chê rồi
",5/5
Giá quá cao,1/5
"Quá tệ lỗi không phát nhạc khi tắt màn hình trên wep, nhân viên hỗ trợ ko tốt, rất quan ngại.",1/5
"Mình đã sử dụng được hơn 1 tháng và thấy đây là sản phẩm rất đáng mua,vừa rẻ mà cấu hình lại mạnh mẽ,ngoài việc màn hình ko được sắc nét ra thì ko còn điểm nào để chê cả.",5/5
"Nhận đc máy màu trắng 128GB sáng nay! sử dụng thấy mọi thứ ok. Máy nhanh, mượt , pin ổn, màn hình ok k rỗ. thank tgdd, sẽ ủng hộ sau này.",5/5
"Đã mua hàng nhân dịp sale tại ĐMX Lạc Tấn. Anh Shipper giao hàng nhanh. Pin dự phòng tốt, giá sale còn 260k, quá ổn. ",5/5
Hàng dùng tốt.pin sạc đầy nghe được lâu tín hiệu Bluetooth ổn định.rất yên tâm khi mua hàng tại thế giới di động.nhân viên nhiệt tình chu đáo.,5/5
"Mình cảm thấy tai nghe dùng rất tốt, âm thanh trong, nghe rất rõ, thiết kế đẹp, bắt tín hiệu tốt, và pin xài cũng rất lâu. Nhân viên tư vấn cũng rất nhiệt tình, nói chung là mình rất ưng ý. Mình vẫn sẽ tiếp tục tin tưởng khi mua sắm tại dienmayxanh.",5/5
"Pin kém, dùng bình thường chưa được 1 ngày. Đo huyết áp không thấy. Biết trước đã không mua",1/5
Sạc nhanh hư cháy mất 1 bóng đèn báo pin hiện tại kà 100% nhưng báo 10. Thất vọng,1/5
"Kiểu dáng đẹp, sang trọng, hiện đại, sạc PIN nhanh tốt 👍 
Đáng để mua,  nhân viên giao hàng nhiệt tình vui vẻ, đặt hàng nhanh chóng 🤗",5/5
"màn hình đẹp nhưng thiết kế trông nhựa nhựa, hiển thị sắc nét, có nhiều loại đồng hồ đẹp, nhiều phần mềm hay, nghe loa lúc có điện thoại hơi bé, ghi âm kém, nếu để xa điện thoại thì chỉ dùng để xem giờ và tập thể dục chứ ko xem được google map, điện thoại, thông báo. ",3/5
"Pin tụt nhanh quá sạc đầy 5h còn 25%
Không cài được chuông thông báo chỉ rung
Đây đeo quá chán ",1/5
"Chất lượng âm thanh k đc tốt,đàm thoại thì bị ù và rè, k nghe đc rõ, nghe nhạc cỏ vẻ hơi ""chát"" chắc do trong tầm giá chất lượng như vậy",2/5
Giao hàng nhanh.nhân viên nói chuyện lịch sự sản phẩm rất tốt.nói chung rất ok.rất còn mới,5/5
Sạc rất tuyệt vời .................................................................,5/5
"Tôi có mua sạc tốt nhanh vì trước toi đã mua rồi . Tôi sạc 2a và 1a. Các bạn a tôi cũng có thể dùng để độ pin cho điện thoại không có pin , sử dụng 2 trong một được cả việc khác . Các bạn nên chọn ",5/5
Mua sạc về mà mình quên k hỏi nếu hết pin trong sạc thì sạc kiểu j khi 2 đầu cắm trong sạc đều to,1/5
Đồng hồ nhìn đẹp sang trọng nữ đeo trên tay là ok samsung xài thì khỏi phải bàn cãi mà xài chung dòng điện thoại samsung thì kết nối mượt mà hơn. Giá rẻ phải chăng.,5/5
Đồng hồ nhìn đẹp sang trọng nữ đeo trên tay là ok samsung xài thì khỏi phải bàn cãi mà xài chung dòng điện thoại samsung thì kết nối mượt mà hơn. Giá rẻ phải chăng.,5/5
Đồng hồ nhìn đẹp sang trọng nữ đeo trên tay là ok samsung xài thì khỏi phải bàn cãi mà xài chung dòng điện thoại samsung thì kết nối mượt mà hơn. Giá rẻ phải chăng.,5/5
Xài tạm ổn. Đôi lúc lỗi sạc ko vô pin. Giá thành hợp lý so với chât lượng sãn phẩn,3/5
"Dùng được ba lần! Bỏ mua cái khác khỏi bảo hành! Dùng thử thì nóng máy, xạc không tự ngắt mau chai pin! Tin vào dung lượng đèn báo, xạc thử khi còn 3 đèn tín hiệu dung lượng thì 20% điện thoại pin nokia2.1 nó đã hết!",1/5
"Ban đầu sử dụng rất tốt,sạc vào pin rất nhanh,nhưng sau 4 tháng sử dụng thì bắt đầu pin vào đt rất chậm dù máy tôi sử dụng cáp type-c hỗ trợ sạc nhanh! Bây giờ Cắm cáp vào đt thì không sạc vào,phải nhấn vào nút hiển thị pin 1 lần mới sạc được! 
Quá tệ,lỗi như vậy nên bên cửa hàng mới chỉ dám bảo hành 3 tháng! Khuyến cáo nên mua những pin dự phòng có bảo hành trên 1 năm ",1/5
"Sạc này thấy nóng và lâu zô pin , ko như mấy loại sạc trước đó mua. Mấy loại trước mua sạc mau zô mà ko hề nóng. ",4/5
Sạc thì lâu đầy pin dự phòng mà dùng sạc vào điện thoại lại cực nhanh hết pin.chi dùng sạc duy nhất một lần đầy pin,2/5
"Khá ok mỗi tội màu trắng khá dơ
Sạc hơi lâu đày 
Giao hàng nhanh 
Xài lâu thì chưa biết sao",5/5
Thật ra dung lượng đúng chỉ khoảng 16500 mAh nhưng bù lại hiệu suất ( Out ) đạt tới khoảng 79% chứ không phải 65% như thông số TGDD đưa ra . Nghĩa là mức dung lượng có thể sử dụng được là 12800 mAh,5/5
"
    rất hài lòng về sản phẩm nhưng ko hài lòng vì màu sắc nếu có màu đen thì tốt rồi",5/5
"Nghe OK  nhưng  âm thanh hơi nhỏ ,do mình làm trong môi trường nhiều tiếng ồn  PIN nghe dược khoảng 10 h ",5/5
Sản phẩm nhìn bắt mắt. Tuy nhiên hoàn thiện chưa tốt. Mình mua online khi khui hộp thì thấy vết xước ở cạnh. K biết là do keo hay sp cũ. Nghe ở mức trung bình. Bass k to như mình mong đợi. 6/10.,3/5
"Tai nghe ổn với tầm giá này, bass hơi bé, kết nối bluetooth ổn định trong khoảng 5m trở lại, sạc đầy rồi dùng liên tục ở mức âm lượng 90% chỉ đc khoảng 5 tiếng, nói chung là với giá này thì cũng khá ổn không đòi hỏi gì hơn",3/5
"Nhìn to hơn so với tưởng tượng trong ảnh, chất âm theo cá nhân mình thấy không hay lắm, dùng trên điện thoại thấy âm khá nhỏ ( nghe trên GR5 2017 thường p cho 70% công suất, nghe qua dây nhỏ hơn và k hay như nghe qua bluetooth. phù hợp hơn khi nghe trên PC). Bass yếu, nếu bạn nào quen nghe tai nghe dạng đút trong thì mình nghĩ k nên mua ( hoặc ra siêu thị trải nghiệm trực tiếp rồi hãng mua). ĐỪNG như mình. Đặt hàng online nghe không ưng nhưng không đổI đc đổI trả.",3/5
Mọi thứ đều ổn pin tạm chiến game mượt chip A12 mạnh mẽ thiết kế giống X camera xịn xò,5/5
Nv thân thiện nhiệt tình. Nhưng sạc hay bị nóng. Máy dùng khá tốt. Nhưng mình  nghĩ nên lên luôn xs max cầm chắc tay,5/5
Máy ngon cầm pin trâu chơi liên quân 10 tiếng mà còn 28% vãi thật lại còn mượt,5/5
"chả có dây sạc đi cùng, đang xài iphone, phải mua dây sạc, sạc cho cục sạc. Đặt hàng ở tgdd mà lại xuất hoá đơn và giao hàng bởi điện máy xanh.",2/5
"Đã mua, xài tương đối oke. Cáp tặng kèm hơi ngắn. Thiết kế tặng dây dài thì oke hơn.",4/5
"Nhận mạng rất yếu 
Pin xuống nhanh 
Sạc nhanh thật nhưng pin mau hết. 
Vân tay nhận châm. 
Sang chảnh thật nhưng chât lượng kem hơn mẫu tâm trung. 
",3/5
"Trải nghiệm 20 ngày cho sản phẩm :Sản phẩm đẹp,pin sạc bao nhanh, mượt mà... rất thích sản phẩm này... nói chung những thứ tốt nhất điều ở đây...hơi đáng tiếc là hết màu đen rồi... nên chọn đại cái màu xanh ....ai giúp chỉnh chế độ màn hình vừa theo điều kiện sử dụng.... chứ dùng full 2k...120hz... hơi tuột pin nhanh quá.... thanks
",5/5
Máy xài cực kì mượt sạc pin nhanh chơi game khỏi bàn camera thì cưc kì nét video chống rung quá tốt kèm theo màn 2k+ vs 120hz thì khỏi bàn khuyên mn nên mua về xài mới bít đc mượt cở nào,5/5
"Máy này mình mua hộ chị mình và có khoảng 1 tuần trải nghiệm, chị đang sài 8+ vì lý do công việc nên sài iphone không tiện và muốn sử dụng flagship android làm máy chính. Với giá này thường thì sẽ chọn samsung hoặc huawei mà cay ở chỗ cả hai máy đều không sử dụng chip snap, thế nên mình chọn oppo ( chị mình vẫn nghĩ oppo là máy mỹ). Thật sự rất hài lòng với sản phẩm máy mượt, pin ổn, màn hình đẹp, cam tốt, sạc nhanh, 120hz, quay video chống rung tốt, chụp đêm ảo vồn. Máy vẫn gặp hiện tượng tụt pin khi để qua đêm nhưng bù lại máy lại cho tốc độ sạc nhanh kinh khủng mình sạc 20 phút là đủ sài 1 ngày không chơi game, 12gb ram mà không cho đa nhiệm quá nhiều ứng dụng ☹ bạn nào edit video chắc sẽ cần chứ mình không tài nào sử dụng quá 6gb. Mình không nhận quà tai nghe mà lấy phiếu mua hàng sắm con Sony WF-1000XM3 ( thêm tí lúa ). Lời khuyên là mới mua về nên đi dán PDF chứ nó xước thì sót lắm, sử dụng một thời gian thì nên đi thay dán màn hình chứ miếng dán tặng kèm xước be bét, máy này bật dark mode pin trâu hơn. Chốt anh em nào có nhiều tiền thì nên mua máy cho trải nghiệm mượt mà với con chip đầu bản, cũng nhờ đó mà mình có 8+ sài (--"").",5/5
"Dù vốn trước giờ không thích Oppo nhưng xài con này quá ngon, đặc biệt là hơn hẳn S20. Snap 865 hơn hẳn Exynos của Samsung... Mặt lưng cũng đẹp hơn hẳn",5/5
điện thoại đẳng cấp nhất thế giới là đây. chúc mừng oppo đã mang đến sự lựa chọn mới cho những ai chán samsung và iphone,5/5
Quá tốt. Sạc vô nhanh và không nóng. Nhân viên DMX Tân Hiệp -  Kiên Giang tuyệt vời,5/5
"sài nóng máy lắm mà giá hơi cao so với tầm giá, sạc máy hơi lâu vào pin nữa nên là xài tạm thôi",3/5
"Mới mua hôm giảm giá còn 433.000 Xạc vào pin dự phòng 4 tiếng được 16%pin, xạc quá lâu...
",3/5
"Mới nhận và  mua máy ngày 1/11 hàng mới về luôn. Máy cấu hình đẹp , màn hình rõ nét, Rất thích sản phẩm iPhone 11 này,pin xài khoảng 1 ngày như lướt Facebook, Zalo, Tik Tok đều ok, Xài màu trắng nhìn sang thật. Mấy ac Nhân viên TGDĐ vui vẻ, Tư vấn nhiệt tình. Mốt sẽ ra TGDĐ mua tiếp nữa.",5/5
"Đã mua hàng nhân dịp sale tại ĐMX Lạc Tấn. Anh Shipper giao hàng nhanh. Pin dự phòng tốt, giá sale còn 260k, quá ổn. ",5/5
"Sản phẩm khá tệ không như quảng cáo, sạc chưa được 1 lần đã hết pin, rẻ hơn nhiều so với tgdđ. Mọi người nên xem xét trước khi mua",1/5
"Luôn ủng hộ tgdd.chăm sóc khách hàng quá chu đáo.tôi mua cục sạc này cho con,dùng 7 tháng bị phồng,bị phù.tôi mang ra tgdd hỏi còn bảo hành ko.nhân viên rất vui vẻ xem còn bảo hành và đổi cho tôi sản phẩm mới.cảm ơn tgdd và sẽ luôn ủng hộ.",5/5
"Tai nghe chất lượng tốt, nghe hay, bắt được xa. Pin sạc tốt xài lâu. Nhân viên hỗ trợ rất tốt",5/5
"Với tầm giá này , tôi rất ưng ý với sản phẩm Roman R553N , âm thanh lớn rõ ràng rất phù hợp với việc hay di chuyển trên đường . Nhân viên tư vấn rất nhiệt tình , thân thiện giúp tôi chọn được sản phẩm ưng ý . Tôi sẽ tiếp tục sử dụng sản phẩm của dienmayxanh .",5/5
"Mua và xài thì khá okê ,âm tốt, mình tin tưởng vào tập đoàn TGDD :) , lần sau mình sẽ tiếp tục mua . Nhân viên nhiệt tình , rất thích :) !!!",5/5
"Tôi thường xuyên dùng xe hơi, khi nghe điện thoại bằng tai nghe này rất tiện dụng. Tai nghe thiết kế họa tiết vân gỗ đẹp mắt trên bề mặt tai nghe. Có thể kết nối cùng 1 lúc 2 thiết bị. Công nghệ bluetooth 4.1 cho khoảng cách kết nối tốt lên đến 10 m. Công nghệ lọc tiếng ồn cho âm thanh chất lượng khi đàm thoại. Thời gian thoại 4 giờ, nghe nhạc 3.5 giờ, thời gian chờ 75 giờ. Có nút ấn nhận cuộc gọi, ngừng/chơi nhạc, dùng được khi xem video. Hàng mới bảo hành tốt, tôi sẽ quay lại và tiếp tục dùng những sản phẩm của điện máy xanh",5/5
"Mình vừa mới mua sử dụng rất tốt ,loa nghe to ,rõ ,màu đen nhìn rất đẹp ,nhỏ gọn đeo im tai ,mình rất thài lòng ,còn độ bền xài thời gian mới biết ,",5/5
"màn hình đẹp nhưng thiết kế trông nhựa nhựa, hiển thị sắc nét, có nhiều loại đồng hồ đẹp, nhiều phần mềm hay, nghe loa lúc có điện thoại hơi bé, ghi âm kém, nếu để xa điện thoại thì chỉ dùng để xem giờ và tập thể dục chứ ko xem được google map, điện thoại, thông báo. ",3/5
"Pin quá tệ, kết nối với iphone gần như chỉ nhận được thông báo, vừa mua sử dụng được 5 ngày phải bán lại cho thegioididong",1/5
Sạc 5 phút được 7% thiết kế gọn đẹp chắc chắn cầm mát tay.......................,5/5
"Mới mua về thấy cũng ok, vỏ kim loại chắc chắn, sạc mát ko nóng, to bằng iphone 7 plus, sạc nhanh,",5/5
"Sản phẩm quá tệ, chưa gì đã hư, không đáng với số tiền bỏ ra, thà mua sạc cỏ dùng còn tốt hơn",1/5
Đối với mình s3 quá đủ cho nhu cầu là 1 chiếc đồng hồ thông minh giá rẻ lại còn đẹp nữa pin xài rất OK,5/5
"Với mình, s3 là quá đủ cho nhu cầu. Pin xài được gần 2 ngày nếu k có tác vụ nhiều.",5/5
"Mới mua về dùng thử thì sạc từ sáng đến chiều tối mới đầy mà chỉ có 4 mức pin chứ nhiêu đâu, tới lúc sạc điện thoại thì chưa đc 1h thì hết 2 mức pin. Hối hận khi mua",1/5
Sạc gần cả ngày mới đầy sạc. Nhưng sạc điện thoại được 1 lần là hết pin. 250k chứ ít đâu. Hay hàng tặng kèm sp nên chỉ đến thế,1/5
"7500mah mà sạc cho điện thoại 5000mah thì hết sạch, sạc lại quá lâu, chờ nửa ngày mà mới được 2 chấm, sạc cho điện thoại cũng lâu, tệ hơn cả sạc dự phòng trước đây m mua 150k",2/5
Đồng hồ nhìn đẹp sang trọng nữ đeo trên tay là ok samsung xài thì khỏi phải bàn cãi mà xài chung dòng điện thoại samsung thì kết nối mượt mà hơn. Giá rẻ phải chăng.,5/5
"Mình vừa nhận hàng hôm qua, nhưng nó ko thể kết nối mục tin nhắn ở điện thoại iphone, cũng như facebook và messenger. Tiếc thật! ",4/5
"Sản phẩm rất tốt, sạc rất nhanh,nhân viên tư vấn nhiệt tình và chu đáo mặc dù mình khá ít tuổi :v",5/5
Những ngày đầu xạc độ 4 tiếng là đầu vì dùng xạc nhanh. Sau đó thì xạc cả đêm cũng ko đầy pin.,3/5
Mới nhận sản phẩm xong .nhân viên giao hàng đúng thời gian.Mẫu mã sản phẩm đẹp cầm rất chắc tay còn chất lượng phải dùng một thời gian mới đánh giá được,4/5
mình mới mua hôm qua xong dùg tốt sạc nhanh vào pin 😊nhân viên tư vấn nhiệt tìh  chu đáo,5/5
sản phẩm tốt trong tầm giá sạc nhanh sài rất ok lần sau sẽ ủng hộ Thế Giới Di Động nhiều hơn,5/5
"Sản phẩm dùng rất tốt, giá ok, nhỏ gọn và đẹp. Nhân viên trong thegioididong tư vấn nhiệt tình, chu đáo",5/5
"Sản phẩm chất lượng tuyệt vời, nhỏ gọn, mẫu mã dep ,mua nhiều phụ kiện dược giảm giá. Nhân viên bán hàng phục vụ nhiệt tình vui vẻ ",5/5
Tốt như mong đợi. Sạc nhanh đầy. Nhân viên giao hàng nhiệt tình. Tự ngắt khi sạc đầy.,5/5
Sản phẩm tốt mình mua chỉ 150k giá hợp lý thiết kế đẹp  dụng lượng pin như vậy cũng ok rồi ..nhân viên hỗ trợ nhiệt tình vui vẻ,5/5
Sản phẩm đạt yêu cầu hàng sài ổn định trong tầm giá tiền tiếc là ko có tặng thêm dây sạc,4/5
"Sản phẩm đạt yêu cầu
Hàng Sài ổn định 
Không chê vào đâu được
Dung lượng pin dài lâu
Không làm điện thoại nóng lên
",5/5
"Nhanh và đúng giờ những đồ mình mua trên tgdd điều được phục vụ nhiệt tình và nhanh chóng... mọi người hãy thử các dịch vụ bên TGDĐ nhé
",5/5
rất hài lòng về sản phẩm nhưng ko hài lòng vì màu sắc nếu có màu đen thì tốt rồi,5/5
Lần đầu mua e 15k mah . Lần này mua thêm em này cho người bạn . Tin tưỡng tgdđ nên yên tâm sd. Đc khuyến mãi nên tận dụng . Màu trắng dễ bám bụi bẫn nên chịu khó lau bên ngoài băng dầu nước xanh hay cồn y tế . Nếu thêm nhiều màu thì thêm nhiều khách hàng.,5/5
"Giá vừa túi tiền, tai nghe đeo êm tai, am thanh nghe rất trung thực, pin dùng rất ổn, hoàn thiện khá tốt. Hài lòng với sản phẩm này",5/5
